23,Sample Evaluation by Quality,S,30,0,0,0,0,0,0,0,0,0,0,0,1,1,1,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,By Quality,Quality,C,
24,Sample Receipt by Sales,S,31,0,0,0,0,0,0,0,0,0,0,0,1,1,1,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Sales,Sales,C,
25,Sample Receipt by B2B Customer,S,32,2,2,2,2,2,2,2,2,2,2,2,1,1,1,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by B2B customer,Sales,C,
26,Order Request,O,33,0,0,0,0,0,0,0,0,0,0,0,1,1,1,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by B2B/Sales,Sales,C,
27,Order Mail Confirmation,O,37,0,0,0,0,0,0,0,0,0,0,0,1,1,1,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Sales/Merchandising,Sales,C,
28,Order Receipt by Sales,O,37,0,0,0,0,0,0,0,0,0,0,0,1,1,1,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Sales,Sales,C,
29,Order Receipt by Merchandising,O,37,0,0,0,0,0,0,0,0,0,0,0,1,1,1,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
30,Order Customer PO Receipt,O,37,2,2,2,2,2,2,2,2,2,2,2,1,1,1,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Sales/Merchandising,Sales,C,
31,SO/Contract Creation (Order Receipt by SPAC),O,37,1,1,1,1,1,1,1,1,1,1,1,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Documentation/SPAC,Documentation/SPAC,C,
32,Order Master Creation,O,39,1,1,1,1,1,1,1,1,1,1,1,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Documentation/SPAC,Documentation/SPAC,C,
33,Fabric Sourcing Bulk Order Form (Order Receipt by Fabric Sourcing),O,39,0,0,0,0,0,0,0,0,0,0,0,1,1,1,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
34,Fabric Sourcing Consumption Based on Multi Size Mini Marker,O,39,3,3,3,3,3,3,3,3,3,3,3,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing/CAD/IE,Fabric Sourcing,C,
35,Fabric Sourcing Commercial Approval,O,39,7,7,7,7,7,7,7,7,7,7,7,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing/Commercial+C61,Fabric Sourcing,C,
36,Fabric Sourcing Vendor Capacity wise Allocation,O,39,8,8,8,8,8,8,8,8,8,8,8,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing,Fabric Sourcing,C,
37,Fabric Sourcing Ordering,O,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing,Fabric Sourcing,C,
38,Fabric Sourcing PO,O,39,15,15,15,15,15,15,15,15,15,15,15,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing/Documentation/SPACumentation-SPAC,Fabric Sourcing,C,
39,Lab Dip/Desk Loom/Strike Off Approvals,O,39,10,10,10,10,10,10,10,10,10,10,10,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing,Fabric Sourcing,C,
40,PSS Submission,O,39,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing,Fabric Sourcing,C,
41,Yardage Receipt & Sent for PP,O,0,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing,Fabric Sourcing,C,
42,FPT Approval,O,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing,Fabric Sourcing,C,
43,PSS Approval & Sent to W/H,O,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing,Fabric Sourcing,C,
44,Fabric Sourcing inline inspection,O,0,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing/Quality,Fabric Sourcing,C,
45,Fabric Sourcing midline inspection,O,0,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing/Quality,Fabric Sourcing,C,
46,Fabric Sourcing endline inspection,O,0,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing/Quality,Fabric Sourcing,C,
47,Fabric Sourcing Packing List,O,0,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing,Fabric Sourcing,C,
48,Fabric Sourcing Final Inspection,O,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing/Quality,Fabric Sourcing,C,
49,Fabric Sourcing invoice,O,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing,Fabric Sourcing,C,
50,Fabric Sourcing Ex-Mill/Dispatch,O,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing,Fabric Sourcing,C,
51,Fabric Sourcing at Warehouse,O,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing,Fabric Sourcing,C,
52,Fabric Sourcing I/H at Garment Vendor,O,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Fabric Sourcing,Fabric Sourcing,C,
53,Size-set Submission/Specs Allocation,O,0,20,20,20,20,20,20,20,20,20,20,20,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
54,"Garment Techpack/BOM, Floating and Costing",O,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising/IE,Merchandising,C,
55,Patterns & Marker & Consumption,O,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising/CAD,Merchandising,C,
56,Garment Commercial Approval,O,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising/Commercial,Merchandising,C,
57,Garment Vendor Capacity wise Allocation,O,0,4,4,4,4,4,4,4,4,4,4,4,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
58,Size-assortment,O,39,0,0,0,0,0,0,0,0,0,0,0,5,5,5,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Sales,Sales,C,
59,Order Form Submission,O,39,7,7,7,7,7,7,7,7,7,7,7,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Documentation/SPAC,C,
60,Order Form Approval,O,39,9,9,9,9,9,9,9,9,9,9,9,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Documentation/SPAC,C,
61,Garment Factory PO,O,39,10,10,10,10,10,10,10,10,10,10,10,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Documentation/SPAC,C,
62,Washcare Approvals,O,39,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Garmenting Vendor,C,
63,Barcode Approvals,O,39,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Garmenting Vendor,C,
64,Sewing Trims I/H,O,39,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Garmenting Vendor,C,
65,Finishing Trims I/H,O,39,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Garmenting Vendor,C,
66,Packing Trims I/H,O,39,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Garmenting Vendor,C,
67,Packaging Trims I/H,O,39,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Garmenting Vendor,C,
68,Trim Card/Order Form Approval,O,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Garmenting Vendor,C,
69,Proto Approvals (Substitute),O,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
70,FIT Approvals (Substitute),O,0,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
71,Wash Approvals (Actual),O,0,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
72,PP Submission,O,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
73,PP Approval,O,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
74,GPT Submission & Approvals,O,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
75,PCD,O,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
76,Size-set Submission & Approvals,O,0,3,3,3,3,3,3,3,3,3,3,3,2,2,2,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
77,DPR,O,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
78,Loading-Parts,O,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Garmenting Vendor,C,
79,Loading-Assembly,O,0,7,7,7,7,7,7,7,7,7,7,7,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Garmenting Vendor,C,
80,TOP/GPT Approvals,O,0,10,10,10,10,10,10,10,10,10,10,10,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
81,Garment Inline Inspection,O,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Quality,Quality,C,
82,Garment Midline Inspection,O,0,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Quality,Quality,C,
83,Garment Final Inspection Booking,O,0,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Quality,Quality,C,
84,Carton Sticker Approval,O,0,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
85,Garment Packing List,O,0,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Merchandising,C,
86,Garment Final Inspection,O,0,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,By Quality,Quality,C,
87,Garment Factory Invoice,O,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Garmenting Vendor,C,
88,Garment Customer Invoice & PL,O,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising/Documentation/SPACumentation-Spac,Merchandising,C,
89,Garment Ex-Factory/Logitic Allocation,O,0,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,3,#00FF00,#FFFF00,#0000FF,#FFA500,#FF0000,by Merchandising,Garmenting Vendor,C,
