Diet Day time,uit,item,type
3,3,1,1,Salad,
3,2,1,2,Rice, oiled
3,2,1,2,Pulses,
3,2,1,1,Salad,
3,5,1,2,Rice, oiled
3,5,1,2,Pulses,
3,5,1,1,Salad,
3,4,1,1,egg, mix with vegetables
3,4,1,1.5,Chapatti,
3,4,1,1,Fish,
3,6,1,1,egg, mix with vegetables
3,6,1,1.5,Chapatti,
3,6,1,1,Fish,
3,7,1,2,Chapatti,
3,7,1,1,Vegetables,
3,7,1,0.5,Raita,
3,1,2,1,Chicken,Sandwich
3,1,2,1,Ketchup,
3,3,2,1,Chicken,Sandwich
3,3,2,1,Ketchup,
3,2,2,2,Chapatti,
3,2,2,1,Chicken,Gravy
3,2,2,1,Custard,
3,5,2,2,Chapatti,
3,5,2,1,Chicken,Gravy
3,5,2,1,Custard,
3,4,2,1,Fruit,juice
3,4,2,2,Chapatti,
3,4,2,1,vegetables,steamed
3,6,2,1,Fruit,juice
3,6,2,2,Chapatti,
3,6,2,1,vegetables,steamed
3,7,2,2,rice,oiled
3,7,2,1,Pulses,bowl
3,7,2,1,Fruit,juice
3,1,3,1,Sweet potatoes,
3,1,3,1,Dates,
3,1,3,1,Pineapple,juice
3,1,3,1,Milk,
3,3,3,1,Sweet potatoes,
3,3,3,1,Dates,
3,3,3,1,Pineapple,juice
3,3,3,1,Milk,
3,2,3,1,Fruit,juice
3,2,3,1,Chicken,Sandwich
3,2,3,1,Pear,
3,2,3,1,Milk,
3,5,3,1,Fruit,juice
3,5,3,1,Chicken,Sandwich
3,5,3,1,Pear,
3,5,3,1,Milk,
3,4,3,1,Mousse,
3,4,3,1,banana,Medium
3,4,3,1,custard,
3,6,3,1,Mousse,
3,6,3,1,banana,Medium
3,6,3,1,custard,
3,7,3,1,Fruit,chaat
3,7,3,1,Mousse,
3,7,3,1,Mango,shake
4,1,1,2,chapatti,
4,1,1,1,kabab,Shami
4,3,1,2,chapatti,
4,3,1,1,kabab,Shami
4,2,1,2,cereal,bowl
4,2,1,1,Chicken,steamed
4,2,1,0.5,Yogurt,
4,5,1,2,cereal,bowl
4,5,1,1,Chicken,steamed
4,5,1,0.5,Yogurt,
4,4,1,2,Pasta,
4,4,1,2,Meat,Lean
4,4,1,1,Fruit,juice
4,4,1,1,Vegetables,tender
4,6,1,2,Pasta,
4,6,1,2,Meat,Lean
4,6,1,1,Fruit,juice
4,6,1,1,Vegetables,tender
4,7,1,2,Meat,Lean gravy
4,7,1,1.5,Roti,
4,1,2,1,Pasta,
4,1,2,1,Apple,juice
4,3,2,1,Pasta,
4,3,2,1,Apple,juice
4,2,2,2,Bread,soft
4,2,2,1,Chicken,gravy
4,2,2,1,Apple,sauce
4,5,2,2,Bread,soft
4,5,2,1,Chicken,gravy
4,5,2,1,Apple,sauce
4,4,2,1,Hamburger,
4,4,2,1,Salad,meat
4,4,2,0.5,Potatoes,baked by cup
4,6,2,1,Hamburger,
4,6,2,1,Salad,meat
4,6,2,0.5,Potatoes,baked by cup
4,7,2,3,Roti,
4,7,2,1,Vegetables,
4,7,2,3,Meat,grilled
4,1,3,1,Banana,Crackers
4,1,3,1,Noodles,meat sauce
4,1,3,1,Fruit,canned
4,1,3,1,Milk,
4,3,3,1,Banana,Crackers
4,3,3,1,Noodles,meat sauce
4,3,3,1,Fruit,canned
4,3,3,1,Milk,
4,2,3,1,melon,cutted
4,2,3,1,yogurt,Strawberry flavoured
4,2,3,1,Milk,with Biscuit
4,5,3,1,melon,cutted
4,5,3,1,yogurt,Strawberry flavoured
4,5,3,1,Milk,with Biscuit
4,4,3,1,Mousse,
4,4,3,1,Tea,with Biscuit
4,4,3,1,Yogurt,cup
4,6,3,1,Mousse,
4,6,3,1,Tea,with Biscuit
4,6,3,1,Yogurt,cup
4,7,3,1,Peach,Medium
4,7,3,2,mayonnaise,tbs
4,7,3,1,Apple,
4,7,3,1,Milk,Fat free,from diarrhea left
